sunspots,dates,year,month,lag_1_sunspots,lag_2_sunspots,lag_3_sunspots,lag_4_sunspots,lag_5_sunspots,lag_6_sunspots,lag_12_sunspots,lag_24_sunspots,lag_36_sunspots,avg_3_sunspots,avg_6_sunspots,avg_12_sunspots,avg_24_sunspots,avg_36_sunspots,roll_max_sunspots,roll_min_sunspots,roll_avg_sunspots,target_dates,target_sunspots
84.3,1983-01-31,1983,1,127.0,98.1,94.7,118.8,107.6,106.1,111.2,114.0,159.6,103.13333333333316,105.08333333333354,114.04999999999974,127.09583333333347,135.013888888889,253.8,0.0,51.21206835172661,1993-10-31,
51.0,1983-02-28,1983,2,84.3,127.0,98.1,94.7,118.8,107.6,163.6,141.3,155.0,87.43333333333317,95.6500000000002,104.66666666666642,123.33333333333347,132.1250000000001,253.8,0.0,51.21199288256229,1993-11-30,
66.5,1983-03-31,1983,3,51.0,84.3,127.0,98.1,94.7,118.8,153.8,135.5,126.2,67.2666666666665,86.93333333333355,97.39166666666642,120.45833333333347,130.46666666666678,253.8,0.0,51.21743151903239,1993-12-31,
80.7,1983-04-30,1983,4,66.5,51.0,84.3,127.0,98.1,94.7,122.0,156.4,164.1,66.0666666666665,84.60000000000021,93.94999999999976,117.30416666666679,128.1500000000001,253.8,0.0,51.22791607396872,1994-01-31,
99.2,1983-05-31,1983,5,80.7,66.5,51.0,84.3,127.0,98.1,82.2,127.5,179.9,82.13333333333317,84.78333333333354,95.36666666666643,116.12500000000011,125.90833333333343,253.8,0.0,51.244969783149685,1994-02-28,
91.1,1983-06-30,1983,6,99.2,80.7,66.5,51.0,84.3,127.0,110.4,90.0,157.3,90.33333333333319,78.8000000000002,93.75833333333308,116.17083333333345,124.06944444444454,253.8,0.0,51.25913290689412,1994-03-31,
82.2,1983-07-31,1983,7,91.1,99.2,80.7,66.5,51.0,84.3,106.1,143.8,136.3,90.83333333333319,78.4500000000002,91.76666666666641,113.60416666666676,122.56666666666676,253.8,0.0,51.27012433392543,1994-04-30,
71.8,1983-08-31,1983,8,82.2,91.1,99.2,80.7,66.5,51.0,107.6,158.7,135.4,81.69999999999986,81.91666666666687,88.78333333333308,109.98333333333345,120.80000000000011,253.8,0.0,51.2774147727273,1994-05-31,
50.3,1983-09-30,1983,9,71.8,82.2,91.1,99.2,80.7,66.5,118.8,167.3,155.0,68.09999999999985,79.21666666666687,83.07499999999975,105.10833333333345,117.89166666666678,253.8,0.0,51.27706780262693,1994-06-30,
55.8,1983-10-31,1983,10,50.3,71.8,82.2,91.1,99.2,80.7,94.7,162.4,164.7,59.29999999999985,75.06666666666688,79.83333333333307,100.66666666666679,114.86666666666679,253.8,0.0,51.278672817601155,1994-07-31,
33.3,1983-11-30,1983,11,55.8,50.3,71.8,82.2,91.1,99.2,98.1,137.5,147.9,46.46666666666652,64.08333333333354,74.43333333333307,96.32500000000012,111.68333333333345,253.8,0.0,51.272295140120626,1994-08-31,
33.4,1983-12-31,1983,12,33.3,55.8,50.3,71.8,82.2,91.1,127.0,150.1,174.4,40.83333333333318,54.46666666666687,66.63333333333306,91.46250000000013,107.7666666666668,253.8,0.0,51.26595744680852,1994-09-30,
